long,lat,group,order,Geography,subregion,France_NA_NA,Spain_NA_NA,Germany_NA_NA,France_Spain_NA,Spain_Germany_NA,France_Germany_NA,France_Spain_Germany
17.08906364440918,47.963623046875,181,9118,Austria,NA,0,0,0,0,0,0,0
17.077733993530273,47.90087890625,181,9119,Austria,NA,0,0,0,0,0,0,0
17.039939880371094,47.872947692871094,181,9120,Austria,NA,0,0,0,0,0,0,0
17.03007698059082,47.83710861206055,181,9121,Austria,NA,0,0,0,0,0,0,0
17.0458984375,47.804542541503906,181,9122,Austria,NA,0,0,0,0,0,0,0
17.04560661315918,47.76376724243164,181,9123,Austria,NA,0,0,0,0,0,0,0
17.06660270690918,47.70756912231445,181,9124,Austria,NA,0,0,0,0,0,0,0
16.97343635559082,47.6953125,181,9125,Austria,NA,0,0,0,0,0,0,0
16.862695693969727,47.697265625,181,9126,Austria,NA,0,0,0,0,0,0,0
16.82304573059082,47.69399642944336,181,9127,Austria,NA,0,0,0,0,0,0,0
16.785938262939453,47.67866134643555,181,9128,Austria,NA,0,0,0,0,0,0,0
16.74755859375,47.686279296875,181,9129,Austria,NA,0,0,0,0,0,0,0
16.6474609375,47.739013671875,181,9130,Austria,NA,0,0,0,0,0,0,0
16.590917587280273,47.75053405761719,181,9131,Austria,NA,0,0,0,0,0,0,0
16.55097770690918,47.74736404418945,181,9132,Austria,NA,0,0,0,0,0,0,0
16.521093368530273,47.72446060180664,181,9133,Austria,NA,0,0,0,0,0,0,0
16.469627380371094,47.695068359375,181,9134,Austria,NA,0,0,0,0,0,0,0
16.421289443969727,47.67446517944336,181,9135,Austria,NA,0,0,0,0,0,0,0
16.43212890625,47.65629959106445,181,9136,Austria,NA,0,0,0,0,0,0,0
16.639745712280273,47.60888671875,181,9137,Austria,NA,0,0,0,0,0,0,0
16.676563262939453,47.53603744506836,181,9138,Austria,NA,0,0,0,0,0,0,0
16.636621475219727,47.47661209106445,181,9139,Austria,NA,0,0,0,0,0,0,0
16.623046875,47.44755935668945,181,9140,Austria,NA,0,0,0,0,0,0,0
16.574413299560547,47.42465591430664,181,9141,Austria,NA,0,0,0,0,0,0,0
16.514745712280273,47.404541015625,181,9142,Austria,NA,0,0,0,0,0,0,0
16.44287109375,47.399513244628906,181,9143,Austria,NA,0,0,0,0,0,0,0
16.43437385559082,47.367431640625,181,9144,Austria,NA,0,0,0,0,0,0,0
16.46259880065918,47.27314376831055,181,9145,Austria,NA,0,0,0,0,0,0,0
16.439746856689453,47.25273513793945,181,9146,Austria,NA,0,0,0,0,0,0,0
16.416894912719727,47.22343444824219,181,9147,Austria,NA,0,0,0,0,0,0,0
16.438379287719727,47.14590072631836,181,9148,Austria,NA,0,0,0,0,0,0,0
16.482812881469727,47.140380859375,181,9149,Austria,NA,0,0,0,0,0,0,0
16.49267578125,47.122657775878906,181,9150,Austria,NA,0,0,0,0,0,0,0
16.484766006469727,47.09125900268555,181,9151,Austria,NA,0,0,0,0,0,0,0
16.476953506469727,47.057861328125,181,9152,Austria,NA,0,0,0,0,0,0,0
16.461231231689453,47.0224609375,181,9153,Austria,NA,0,0,0,0,0,0,0
16.453418731689453,47.00678634643555,181,9154,Austria,NA,0,0,0,0,0,0,0
16.423925399780273,46.996971130371094,181,9155,Austria,NA,0,0,0,0,0,0,0
16.331836700439453,47.002197265625,181,9156,Austria,NA,0,0,0,0,0,0,0
16.252538681030273,46.971923828125,181,9157,Austria,NA,0,0,0,0,0,0,0
16.093067169189453,46.86328125,181,9158,Austria,NA,0,0,0,0,0,0,0
16.037206649780273,46.844825744628906,181,9159,Austria,NA,0,0,0,0,0,0,0
15.976856231689453,46.801368713378906,181,9160,Austria,NA,0,0,0,0,0,0,0
15.98046875,46.70585632324219,181,9161,Austria,NA,0,0,0,0,0,0,0
15.97226619720459,46.69721603393555,181,9162,Austria,NA,0,0,0,0,0,0,0
15.957616806030273,46.677635192871094,181,9163,Austria,NA,0,0,0,0,0,0,0
15.766894340515137,46.71127700805664,181,9164,Austria,NA,0,0,0,0,0,0,0
15.760252952575684,46.71074295043945,181,9165,Austria,NA,0,0,0,0,0,0,0
15.632617950439453,46.69843673706055,181,9166,Austria,NA,0,0,0,0,0,0,0
15.545312881469727,46.654640197753906,181,9167,Austria,NA,0,0,0,0,0,0,0
15.439258575439453,46.629638671875,181,9168,Austria,NA,0,0,0,0,0,0,0
15.216992378234863,46.642967224121094,181,9169,Austria,NA,0,0,0,0,0,0,0
15.000683784484863,46.6259765625,181,9170,Austria,NA,0,0,0,0,0,0,0
14.949414253234863,46.61323547363281,181,9171,Austria,NA,0,0,0,0,0,0,0
14.893261909484863,46.60590744018555,181,9172,Austria,NA,0,0,0,0,0,0,0
14.840624809265137,46.58047103881836,181,9173,Austria,NA,0,0,0,0,0,0,0
14.810545921325684,46.544578552246094,181,9174,Austria,NA,0,0,0,0,0,0,0
14.75673770904541,46.499122619628906,181,9175,Austria,NA,0,0,0,0,0,0,0
14.680174827575684,46.46342849731445,181,9176,Austria,NA,0,0,0,0,0,0,0
14.596973419189453,46.43608093261719,181,9177,Austria,NA,0,0,0,0,0,0,0
14.5771484375,46.41293716430664,181,9178,Austria,NA,0,0,0,0,0,0,0
14.549805641174316,46.39970779418945,181,9179,Austria,NA,0,0,0,0,0,0,0
14.503515243530273,46.41704177856445,181,9180,Austria,NA,0,0,0,0,0,0,0
14.46591854095459,46.416114807128906,181,9181,Austria,NA,0,0,0,0,0,0,0
14.419920921325684,46.42793273925781,181,9182,Austria,NA,0,0,0,0,0,0,0
14.267285346984863,46.44072341918945,181,9183,Austria,NA,0,0,0,0,0,0,0
14.099512100219727,46.4619140625,181,9184,Austria,NA,0,0,0,0,0,0,0
14.019628524780273,46.482177734375,181,9185,Austria,NA,0,0,0,0,0,0,0
13.928808212280273,46.498191833496094,181,9186,Austria,NA,0,0,0,0,0,0,0
13.831348419189453,46.51123046875,181,9187,Austria,NA,0,0,0,0,0,0,0
13.743946075439453,46.514305114746094,181,9188,Austria,NA,0,0,0,0,0,0,0
13.699999809265137,46.520263671875,181,9189,Austria,NA,0,0,0,0,0,0,0
13.490039825439453,46.555564880371094,181,9190,Austria,NA,0,0,0,0,0,0,0
13.3515625,46.55791091918945,181,9191,Austria,NA,0,0,0,0,0,0,0
13.168749809265137,46.572654724121094,181,9192,Austria,NA,0,0,0,0,0,0,0
12.805566787719727,46.62588119506836,181,9193,Austria,NA,0,0,0,0,0,0,0
12.69980525970459,46.6474609375,181,9194,Austria,NA,0,0,0,0,0,0,0
12.598631858825684,46.65410232543945,181,9195,Austria,NA,0,0,0,0,0,0,0
12.479198455810547,46.672508239746094,181,9196,Austria,NA,0,0,0,0,0,0,0
12.388280868530273,46.70263671875,181,9197,Austria,NA,0,0,0,0,0,0,0
12.330078125,46.75981140136719,181,9198,Austria,NA,0,0,0,0,0,0,0
12.267969131469727,46.83588790893555,181,9199,Austria,NA,0,0,0,0,0,0,0
12.154101371765137,46.93525314331055,181,9200,Austria,NA,0,0,0,0,0,0,0
12.130762100219727,46.984764099121094,181,9201,Austria,NA,0,0,0,0,0,0,0
12.16552734375,47.028175354003906,181,9202,Austria,NA,0,0,0,0,0,0,0
12.20127010345459,47.06088638305664,181,9203,Austria,NA,0,0,0,0,0,0,0
12.197168350219727,47.07500076293945,181,9204,Austria,NA,0,0,0,0,0,0,0
12.16943359375,47.082130432128906,181,9205,Austria,NA,0,0,0,0,0,0,0
11.969531059265137,47.039695739746094,181,9206,Austria,NA,0,0,0,0,0,0,0
11.775683403015137,46.986083984375,181,9207,Austria,NA,0,0,0,0,0,0,0
11.699414253234863,46.98466491699219,181,9208,Austria,NA,0,0,0,0,0,0,0
11.62548828125,46.99658203125,181,9209,Austria,NA,0,0,0,0,0,0,0
11.527539253234863,46.99740982055664,181,9210,Austria,NA,0,0,0,0,0,0,0
11.433202743530273,46.98305892944336,181,9211,Austria,NA,0,0,0,0,0,0,0
11.244433403015137,46.975685119628906,181,9212,Austria,NA,0,0,0,0,0,0,0
11.133886337280273,46.93618392944336,181,9213,Austria,NA,0,0,0,0,0,0,0
11.0634765625,46.859130859375,181,9214,Austria,NA,0,0,0,0,0,0,0
11.025097846984863,46.796974182128906,181,9215,Austria,NA,0,0,0,0,0,0,0
10.993261337280273,46.777000427246094,181,9216,Austria,NA,0,0,0,0,0,0,0
10.92734432220459,46.76948165893555,181,9217,Austria,NA,0,0,0,0,0,0,0
10.828906059265137,46.77524185180664,181,9218,Austria,NA,0,0,0,0,0,0,0
10.759765625,46.793312072753906,181,9219,Austria,NA,0,0,0,0,0,0,0
10.689257621765137,46.84638595581055,181,9220,Austria,NA,0,0,0,0,0,0,0
10.579785346984863,46.85371017456055,181,9221,Austria,NA,0,0,0,0,0,0,0
10.479394912719727,46.85512924194336,181,9222,Austria,NA,0,0,0,0,0,0,0
10.45283317565918,46.86494064331055,181,9223,Austria,NA,0,0,0,0,0,0,0
10.45458984375,46.8994140625,181,9224,Austria,NA,0,0,0,0,0,0,0
10.414941787719727,46.96440505981445,181,9225,Austria,NA,0,0,0,0,0,0,0
10.349413871765137,46.984764099121094,181,9226,Austria,NA,0,0,0,0,0,0,0
10.17978572845459,46.86235427856445,181,9227,Austria,NA,0,0,0,0,0,0,0
10.133495330810547,46.85151290893555,181,9228,Austria,NA,0,0,0,0,0,0,0
9.996874809265137,46.885353088378906,181,9229,Austria,NA,0,0,0,0,0,0,0
9.877734184265137,46.93769454956055,181,9230,Austria,NA,0,0,0,0,0,0,0
9.864648818969727,46.975975036621094,181,9231,Austria,NA,0,0,0,0,0,0,0
9.845312118530273,47.00737380981445,181,9232,Austria,NA,0,0,0,0,0,0,0
9.74501895904541,47.037109375,181,9233,Austria,NA,0,0,0,0,0,0,0
9.619921684265137,47.05746841430664,181,9234,Austria,NA,0,0,0,0,0,0,0
9.580273628234863,47.057373046875,181,9235,Austria,NA,0,0,0,0,0,0,0
9.595703125,47.075828552246094,181,9236,Austria,NA,0,0,0,0,0,0,0
9.610547065734863,47.10712814331055,181,9237,Austria,NA,0,0,0,0,0,0,0
9.60117244720459,47.132080078125,181,9238,Austria,NA,0,0,0,0,0,0,0
9.571874618530273,47.15790939331055,181,9239,Austria,NA,0,0,0,0,0,0,0
9.555761337280273,47.18549728393555,181,9240,Austria,NA,0,0,0,0,0,0,0
9.551074028015137,47.21225357055664,181,9241,Austria,NA,0,0,0,0,0,0,0
9.542187690734863,47.234130859375,181,9242,Austria,NA,0,0,0,0,0,0,0
9.536816596984863,47.254638671875,181,9243,Austria,NA,0,0,0,0,0,0,0
9.527539253234863,47.270751953125,181,9244,Austria,NA,0,0,0,0,0,0,0
9.609082221984863,47.39179611206055,181,9245,Austria,NA,0,0,0,0,0,0,0
9.62587833404541,47.467041015625,181,9246,Austria,NA,0,0,0,0,0,0,0
9.554394721984863,47.51113510131836,181,9247,Austria,NA,0,0,0,0,0,0,0
9.524023056030273,47.52421569824219,181,9248,Austria,NA,0,0,0,0,0,0,0
9.548925399780273,47.53403091430664,181,9249,Austria,NA,0,0,0,0,0,0,0
9.650586128234863,47.52587890625,181,9250,Austria,NA,0,0,0,0,0,0,0
9.715136528015137,47.55078125,181,9251,Austria,NA,0,0,0,0,0,0,0
9.74892520904541,47.57553482055664,181,9252,Austria,NA,0,0,0,0,0,0,0
9.839159965515137,47.55229568481445,181,9253,Austria,NA,0,0,0,0,0,0,0
9.97158145904541,47.50532150268555,181,9254,Austria,NA,0,0,0,0,0,0,0
10.034082412719727,47.47358322143555,181,9255,Austria,NA,0,0,0,0,0,0,0
10.059864044189453,47.44906997680664,181,9256,Austria,NA,0,0,0,0,0,0,0
10.07421875,47.42851638793945,181,9257,Austria,NA,0,0,0,0,0,0,0
10.066308975219727,47.39335632324219,181,9258,Austria,NA,0,0,0,0,0,0,0
10.096485137939453,47.37959289550781,181,9259,Austria,NA,0,0,0,0,0,0,0
10.158788681030273,47.374267578125,181,9260,Austria,NA,0,0,0,0,0,0,0
10.20029354095459,47.363426208496094,181,9261,Austria,NA,0,0,0,0,0,0,0
10.185742378234863,47.31718826293945,181,9262,Austria,NA,0,0,0,0,0,0,0
10.183008193969727,47.27880859375,181,9263,Austria,NA,0,0,0,0,0,0,0
10.24062442779541,47.28413391113281,181,9264,Austria,NA,0,0,0,0,0,0,0
10.312792778015137,47.31342697143555,181,9265,Austria,NA,0,0,0,0,0,0,0
10.369140625,47.366065979003906,181,9266,Austria,NA,0,0,0,0,0,0,0
10.40390682220459,47.4169921875,181,9267,Austria,NA,0,0,0,0,0,0,0
10.430371284484863,47.54106521606445,181,9268,Austria,NA,0,0,0,0,0,0,0
10.439453125,47.55156326293945,181,9269,Austria,NA,0,0,0,0,0,0,0
10.48281192779541,47.54179763793945,181,9270,Austria,NA,0,0,0,0,0,0,0
10.65869140625,47.547218322753906,181,9271,Austria,NA,0,0,0,0,0,0,0
10.74160099029541,47.52412033081055,181,9272,Austria,NA,0,0,0,0,0,0,0
10.873046875,47.52021408081055,181,9273,Austria,NA,0,0,0,0,0,0,0
10.87060546875,47.50078201293945,181,9274,Austria,NA,0,0,0,0,0,0,0
10.89394474029541,47.470458984375,181,9275,Austria,NA,0,0,0,0,0,0,0
10.9521484375,47.42670822143555,181,9276,Austria,NA,0,0,0,0,0,0,0
10.98085880279541,47.39814376831055,181,9277,Austria,NA,0,0,0,0,0,0,0
11.0419921875,47.39311599731445,181,9278,Austria,NA,0,0,0,0,0,0,0
11.136034965515137,47.40888595581055,181,9279,Austria,NA,0,0,0,0,0,0,0
11.191210746765137,47.42519760131836,181,9280,Austria,NA,0,0,0,0,0,0,0
11.2119140625,47.41362380981445,181,9281,Austria,NA,0,0,0,0,0,0,0
11.297948837280273,47.424903869628906,181,9282,Austria,NA,0,0,0,0,0,0,0
11.374120712280273,47.46025085449219,181,9283,Austria,NA,0,0,0,0,0,0,0
11.392969131469727,47.48715591430664,181,9284,Austria,NA,0,0,0,0,0,0,0
11.469922065734863,47.506103515625,181,9285,Austria,NA,0,0,0,0,0,0,0
11.573925018310547,47.54975509643555,181,9286,Austria,NA,0,0,0,0,0,0,0
11.716796875,47.58349609375,181,9287,Austria,NA,0,0,0,0,0,0,0
12.18564510345459,47.61953353881836,181,9288,Austria,NA,0,0,0,0,0,0,0
12.203808784484863,47.646728515625,181,9289,Austria,NA,0,0,0,0,0,0,0
12.19687557220459,47.709083557128906,181,9290,Austria,NA,0,0,0,0,0,0,0
12.209277153015137,47.71826171875,181,9291,Austria,NA,0,0,0,0,0,0,0
12.268359184265137,47.702735900878906,181,9292,Austria,NA,0,0,0,0,0,0,0
12.363183975219727,47.68818283081055,181,9293,Austria,NA,0,0,0,0,0,0,0
12.435742378234863,47.666114807128906,181,9294,Austria,NA,0,0,0,0,0,0,0
12.48291015625,47.637306213378906,181,9295,Austria,NA,0,0,0,0,0,0,0
12.526562690734863,47.63613510131836,181,9296,Austria,NA,0,0,0,0,0,0,0
12.59423828125,47.65629959106445,181,9297,Austria,NA,0,0,0,0,0,0,0
12.685839653015137,47.669334411621094,181,9298,Austria,NA,0,0,0,0,0,0,0
12.77138614654541,47.639404296875,181,9299,Austria,NA,0,0,0,0,0,0,0
12.796191215515137,47.60702896118164,181,9300,Austria,NA,0,0,0,0,0,0,0
12.78115177154541,47.59042739868164,181,9301,Austria,NA,0,0,0,0,0,0,0
12.782812118530273,47.56415939331055,181,9302,Austria,NA,0,0,0,0,0,0,0
12.809374809265137,47.54218673706055,181,9303,Austria,NA,0,0,0,0,0,0,0
12.87890625,47.506446838378906,181,9304,Austria,NA,0,0,0,0,0,0,0
12.968067169189453,47.47568130493164,181,9305,Austria,NA,0,0,0,0,0,0,0
13.014354705810547,47.47807693481445,181,9306,Austria,NA,0,0,0,0,0,0,0
13.031543731689453,47.50801086425781,181,9307,Austria,NA,0,0,0,0,0,0,0
13.047948837280273,47.57914733886719,181,9308,Austria,NA,0,0,0,0,0,0,0
13.054101943969727,47.655128479003906,181,9309,Austria,NA,0,0,0,0,0,0,0
13.03359317779541,47.69873046875,181,9310,Austria,NA,0,0,0,0,0,0,0
12.985547065734863,47.70942306518555,181,9311,Austria,NA,0,0,0,0,0,0,0
12.92812442779541,47.71284484863281,181,9312,Austria,NA,0,0,0,0,0,0,0
12.897656440734863,47.72187423706055,181,9313,Austria,NA,0,0,0,0,0,0,0
12.90830135345459,47.74580383300781,181,9314,Austria,NA,0,0,0,0,0,0,0
12.954198837280273,47.807762145996094,181,9315,Austria,NA,0,0,0,0,0,0,0
12.953516006469727,47.890625,181,9316,Austria,NA,0,0,0,0,0,0,0
12.849902153015137,47.98481369018555,181,9317,Austria,NA,0,0,0,0,0,0,0
12.760058403015137,48.07597732543945,181,9318,Austria,NA,0,0,0,0,0,0,0
12.760351181030273,48.10698318481445,181,9319,Austria,NA,0,0,0,0,0,0,0
12.814257621765137,48.16083908081055,181,9320,Austria,NA,0,0,0,0,0,0,0
12.8974609375,48.203712463378906,181,9321,Austria,NA,0,0,0,0,0,0,0
13.082128524780273,48.27509689331055,181,9322,Austria,NA,0,0,0,0,0,0,0
13.140429496765137,48.28994369506836,181,9323,Austria,NA,0,0,0,0,0,0,0
13.215234756469727,48.301902770996094,181,9324,Austria,NA,0,0,0,0,0,0,0
13.32285213470459,48.33124923706055,181,9325,Austria,NA,0,0,0,0,0,0,0
13.374608993530273,48.36137771606445,181,9326,Austria,NA,0,0,0,0,0,0,0
13.409375190734863,48.394142150878906,181,9327,Austria,NA,0,0,0,0,0,0,0
13.459863662719727,48.564552307128906,181,9328,Austria,NA,0,0,0,0,0,0,0
13.4716796875,48.57182312011719,181,9329,Austria,NA,0,0,0,0,0,0,0
13.486620903015137,48.58183288574219,181,9330,Austria,NA,0,0,0,0,0,0,0
13.67519474029541,48.523048400878906,181,9331,Austria,NA,0,0,0,0,0,0,0
13.692187309265137,48.53276443481445,181,9332,Austria,NA,0,0,0,0,0,0,0
13.723925590515137,48.54238510131836,181,9333,Austria,NA,0,0,0,0,0,0,0
13.785350799560547,48.58745193481445,181,9334,Austria,NA,0,0,0,0,0,0,0
13.798828125,48.62167739868164,181,9335,Austria,NA,0,0,0,0,0,0,0
13.79746150970459,48.686424255371094,181,9336,Austria,NA,0,0,0,0,0,0,0
13.802929878234863,48.74750900268555,181,9337,Austria,NA,0,0,0,0,0,0,0
13.814745903015137,48.76694107055664,181,9338,Austria,NA,0,0,0,0,0,0,0
13.84316349029541,48.759864807128906,181,9339,Austria,NA,0,0,0,0,0,0,0
13.92431640625,48.72802734375,181,9340,Austria,NA,0,0,0,0,0,0,0
13.98876953125,48.69243240356445,181,9341,Austria,NA,0,0,0,0,0,0,0
14.049120903015137,48.60248947143555,181,9342,Austria,NA,0,0,0,0,0,0,0
14.18984317779541,48.57856750488281,181,9343,Austria,NA,0,0,0,0,0,0,0
14.36757755279541,48.57622146606445,181,9344,Austria,NA,0,0,0,0,0,0,0
14.43105411529541,48.61625671386719,181,9345,Austria,NA,0,0,0,0,0,0,0
14.488672256469727,48.62553787231445,181,9346,Austria,NA,0,0,0,0,0,0,0
14.553905487060547,48.61332702636719,181,9347,Austria,NA,0,0,0,0,0,0,0
14.69130802154541,48.59921646118164,181,9348,Austria,NA,0,0,0,0,0,0,0
14.706640243530273,48.67192459106445,181,9349,Austria,NA,0,0,0,0,0,0,0
14.785937309265137,48.74736404418945,181,9350,Austria,NA,0,0,0,0,0,0,0
14.821874618530273,48.77402114868164,181,9351,Austria,NA,0,0,0,0,0,0,0
14.922557830810547,48.771385192871094,181,9352,Austria,NA,0,0,0,0,0,0,0
14.94736385345459,48.827735900878906,181,9353,Austria,NA,0,0,0,0,0,0,0
14.972167015075684,48.98393630981445,181,9354,Austria,NA,0,0,0,0,0,0,0
14.993456840515137,49.001121520996094,181,9355,Austria,NA,0,0,0,0,0,0,0
15.06679630279541,48.99785232543945,181,9356,Austria,NA,0,0,0,0,0,0,0
15.139745712280273,48.96933364868164,181,9357,Austria,NA,0,0,0,0,0,0,0
15.161718368530273,48.9462890625,181,9358,Austria,NA,0,0,0,0,0,0,0
15.199609756469727,48.948143005371094,181,9359,Austria,NA,0,0,0,0,0,0,0
15.252734184265137,48.9638671875,181,9360,Austria,NA,0,0,0,0,0,0,0
15.310937881469727,48.97402572631836,181,9361,Austria,NA,0,0,0,0,0,0,0
15.40293025970459,48.95737075805664,181,9362,Austria,NA,0,0,0,0,0,0,0
15.599414825439453,48.886375427246094,181,9363,Austria,NA,0,0,0,0,0,0,0
15.700780868530273,48.86044692993164,181,9364,Austria,NA,0,0,0,0,0,0,0
